Institution code (UKPRN)	Institution name	Institution sort order	Main panel	Unit of assessment number	Unit of assessment name	Multiple submission letter	Multiple submission name	Joint submission	Profile	FTE Category A staff submitted	4*	3*	2*	1*	unclassified
H-0058	University of East London	144	C	20	Law				Overall	9	5	30	45	20	0
H-0058	University of East London	144	C	22	Social Work & Social Policy				Overall	9.3	0	35	40	25	0
H-0058	University of East London	144	C	23	Sociology				Overall	31.9	10	30	35	20	5
H-0058	University of East London	144	C	25	Education				Overall	7.8	5	20	30	30	15
H-0058	University of East London	144	D	34	Art & Design: History, Practice, Theory				Overall	9.9	10	30	45	15	0
H-0058	University of East London	144	D	35	Music, Drama, Dance, Performing Arts				Overall	5.2	5	30	55	10	0
H-0058	University of East London	144	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	14.9	20	60	15	5	0
H-0196	UHI Millennium Institute	145	A	5	Biological Sciences				Overall	2	0	10	55	35	0
H-0196	UHI Millennium Institute	145	A	6	Agriculture, Veterinary & Food Science				Overall	3	0	5	35	60	0
H-0196	UHI Millennium Institute	145	B	7	Earth Systems & Environmental Sciences				Overall	42	5	35	45	15	0
H-0196	UHI Millennium Institute	145	C	16	Architecture, Built Environment & Planning				Overall	7.5	0	10	35	40	15
H-0196	UHI Millennium Institute	145	C	17	Geography, Environmental Studies & Archaeology				Overall	3.3	5	15	40	40	0
H-0196	UHI Millennium Institute	145	D	27	Area Studies				Overall	4	0	5	15	60	20
H-0196	UHI Millennium Institute	145	D	28	Modern Languages				Overall	4	5	10	35	30	20
H-0196	UHI Millennium Institute	145	D	33	Theology & Religious Studies				Overall	3.6	0	10	30	50	10
H-0185	University of Ulster	146	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	100.65	20	30	35	10	5
H-0185	University of Ulster	146	A	4	Psychology, Psychiatry & Neuroscience				Overall	27	5	20	45	30	0
H-0185	University of Ulster	146	A	6	Agriculture, Veterinary & Food Science				Overall	7	0	35	55	10	0
H-0185	University of Ulster	146	B	7	Earth Systems & Environmental Sciences				Overall	24	5	35	50	10	0
H-0185	University of Ulster	146	B	11	Computer Science & Informatics				Overall	41	10	45	35	10	0
H-0185	University of Ulster	146	B	13	Elec Engineering, Metallurgy & Materials				Overall	12	5	45	45	5	0
H-0185	University of Ulster	146	C	16	Architecture, Built Environment & Planning				Overall	32.8	15	50	30	5	0
H-0185	University of Ulster	146	C	19	Business & Management Studies				Overall	30.5	5	30	50	15	0
H-0185	University of Ulster	146	C	20	Law				Overall	24.4	20	35	35	10	0
H-0185	University of Ulster	146	C	21	Politics & International Studies				Overall	8	10	25	35	30	0
H-0185	University of Ulster	146	C	22	Social Work & Social Policy				Overall	15.6	10	50	35	5	0
H-0185	University of Ulster	146	C	25	Education				Overall	13	10	15	50	25	0
H-0185	University of Ulster	146	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	7	5	25	45	25	0
H-0185	University of Ulster	146	D	28	Modern Languages				Overall	29.2	25	30	35	10	0
H-0185	University of Ulster	146	D	29	English Language & Literature				Overall	17.75	5	30	50	15	0
H-0185	University of Ulster	146	D	30	History				Overall	20	15	40	30	15	0
H-0185	University of Ulster	146	D	34	Art & Design: History, Practice, Theory				Overall	46.25	20	25	30	15	10
H-0185	University of Ulster	146	D	35	Music, Drama, Dance, Performing Arts				Overall	8	0	30	50	15	5
H-0185	University of Ulster	146	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	17	10	65	20	5	0
H-0206	University for the Creative Arts	147	D	34	Art & Design: History, Practice, Theory				Overall	43.15	5	25	35	25	10
H-0024	University of the Arts London	148	D	34	Art & Design: History, Practice, Theory				Overall	237.89	20	35	20	20	5
H-0089	University of Wales Institute, Cardiff	149	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	28.7	5	10	35	35	15
H-0089	University of Wales Institute, Cardiff	149	C	19	Business & Management Studies				Overall	8.25	0	10	25	55	10
H-0089	University of Wales Institute, Cardiff	149	C	25	Education				Overall	10	0	0	30	50	20
H-0089	University of Wales Institute, Cardiff	149	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	34	5	20	40	35	0
H-0089	University of Wales Institute, Cardiff	149	D	34	Art & Design: History, Practice, Theory				Overall	20.6	10	60	25	5	0
H-0081	University of the West of England, Bristol	150	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	42.9	15	50	25	10	0
H-0081	University of the West of England, Bristol	150	A	6	Agriculture, Veterinary & Food Science				Overall	6	5	40	45	10	0
H-0081	University of the West of England, Bristol	150	B	10	Mathematical Sciences				Overall	9	0	10	50	40	0
H-0081	University of the West of England, Bristol	150	B	11	Computer Science & Informatics				Overall	15.8	10	35	40	15	0
H-0081	University of the West of England, Bristol	150	B	15	General Engineering				Overall	6.6	10	45	35	10	0
H-0081	University of the West of England, Bristol	150	C	16	Architecture, Built Environment & Planning				Overall	36.7	5	45	35	10	5
H-0081	University of the West of England, Bristol	150	C	17	Geography, Environmental Studies & Archaeology				Overall	22.9	0	20	50	25	5
H-0081	University of the West of England, Bristol	150	C	19	Business & Management Studies				Overall	40	0	30	55	15	0
H-0081	University of the West of England, Bristol	150	C	20	Law				Overall	15	5	15	40	35	5
H-0081	University of the West of England, Bristol	150	C	21	Politics & International Studies				Overall	11	0	15	30	50	5
H-0081	University of the West of England, Bristol	150	C	22	Social Work & Social Policy				Overall	14.8	0	25	55	20	0
H-0081	University of the West of England, Bristol	150	C	23	Sociology				Overall	12	0	15	40	40	5
H-0081	University of the West of England, Bristol	150	C	25	Education				Overall	12.5	5	10	50	35	0
H-0081	University of the West of England, Bristol	150	D	28	Modern Languages				Overall	6	10	35	40	15	0
H-0081	University of the West of England, Bristol	150	D	29	English Language & Literature				Overall	14	5	25	55	15	0
H-0081	University of the West of England, Bristol	150	D	30	History				Overall	17.5	5	35	50	10	0
H-0081	University of the West of England, Bristol	150	D	34	Art & Design: History, Practice, Theory				Overall	15.7	10	50	25	15	0
H-0081	University of the West of England, Bristol	150	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	22	15	45	35	0	5
H-0186	University of Wales Centre for Advanced Welsh and Celtic Studies	151	D	28	Modern Languages				Overall	12.5	35	45	15	5	0
H-0163	University of Warwick	152	A	1	Clinical Medicine				Overall	38	5	35	55	5	0
H-0163	University of Warwick	152	A	2	Public Health, Health Services & Primary Care				Overall	30.9	10	55	30	5	0
H-0163	University of Warwick	152	A	4	Psychology, Psychiatry & Neuroscience				Overall	18	5	60	30	5	0
H-0163	University of Warwick	152	A	5	Biological Sciences				Overall	57.57	10	40	35	15	0
H-0163	University of Warwick	152	A	6	Agriculture, Veterinary & Food Science				Overall	33.52	20	40	35	5	0
H-0163	University of Warwick	152	B	8	Chemistry				Overall	32.8	15	60	25	0	0
H-0163	University of Warwick	152	B	9	Physics				Overall	51	15	35	45	5	0
H-0163	University of Warwick	152	B	10	Mathematical Sciences				Overall	85.25	30	35	30	5	0
H-0163	University of Warwick	152	B	11	Computer Science & Informatics				Overall	26.5	15	50	30	5	0
H-0163	University of Warwick	152	B	15	General Engineering				Overall	69.45	20	50	25	5	0
H-0163	University of Warwick	152	C	18	Economics & Econometrics				Overall	49.63	40	55	5	0	0
H-0163	University of Warwick	152	C	19	Business & Management Studies				Overall	130.7	25	50	20	5	0
H-0163	University of Warwick	152	C	20	Law				Overall	47.33	10	35	40	15	0
H-0163	University of Warwick	152	C	21	Politics & International Studies				Overall	31	20	40	25	15	0
H-0163	University of Warwick	152	C	22	Social Work & Social Policy				Overall	22.8	10	50	35	5	0
H-0163	University of Warwick	152	C	23	Sociology				Overall	37.8	30	25	30	15	0
H-0163	University of Warwick	152	C	25	Education				Overall	35.43	20	40	25	15	0
H-0163	University of Warwick	152	D	28	Modern Languages				Overall	28	20	30	35	15	0
H-0163	University of Warwick	152	D	29	English Language & Literature				Overall	34.32	35	30	30	5	0
H-0163	University of Warwick	152	D	30	History				Overall	36.75	30	45	20	5	0
H-0163	University of Warwick	152	D	31	Classics				Overall	14	25	40	30	5	0
H-0163	University of Warwick	152	D	32	Philosophy				Overall	22	15	40	40	5	0
H-0163	University of Warwick	152	D	34	Art & Design: History, Practice, Theory				Overall	9	15	55	30	0	0
H-0163	University of Warwick	152	D	35	Music, Drama, Dance, Performing Arts				Overall	24.6	30	55	15	0	0
H-0105	University of the West of Scotland	153	A	2	Public Health, Health Services & Primary Care				Overall	7.4	0	15	30	55	0
H-0105	University of the West of Scotland	153	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	6	15	25	30	25	5
H-0105	University of the West of Scotland	153	B	7	Earth Systems & Environmental Sciences				Overall	7	0	15	50	35	0
H-0105	University of the West of Scotland	153	B	9	Physics				Overall	3.7	0	20	50	20	10
H-0105	University of the West of Scotland	153	B	11	Computer Science & Informatics				Overall	2	0	30	45	20	5
H-0105	University of the West of Scotland	153	B	13	Elec Engineering, Metallurgy & Materials				Overall	3	0	50	40	10	0
H-0105	University of the West of Scotland	153	C	19	Business & Management Studies				Overall	9	5	25	25	40	5
H-0105	University of the West of Scotland	153	C	20	Law				Overall	2.5	0	0	15	75	10
H-0105	University of the West of Scotland	153	C	22	Social Work & Social Policy				Overall	7	15	15	30	40	0
H-0105	University of the West of Scotland	153	C	25	Education				Overall	5	5	25	25	25	20
H-0105	University of the West of Scotland	153	D	27	Area Studies				Overall	4	0	5	45	45	5
H-0105	University of the West of Scotland	153	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	13	10	20	25	40	5
H-0083	University of Westminster	154	A	2	Public Health, Health Services & Primary Care				Overall	7.95	10	15	30	45	0
H-0083	University of Westminster	154	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	20	10	25	40	15	10
H-0083	University of Westminster	154	A	4	Psychology, Psychiatry & Neuroscience				Overall	9.5	0	15	45	40	0
H-0083	University of Westminster	154	B	7	Earth Systems & Environmental Sciences				Overall	4.2	5	30	45	20	0
H-0083	University of Westminster	154	B	11	Computer Science & Informatics				Overall	20.25	5	20	50	25	0
H-0083	University of Westminster	154	B	13	Elec Engineering, Metallurgy & Materials				Overall	5	0	15	40	40	5
H-0083	University of Westminster	154	C	16	Architecture, Built Environment & Planning				Overall	25.44	5	20	45	25	5
H-0083	University of Westminster	154	C	17	Geography, Environmental Studies & Archaeology				Overall	5.8	10	40	40	10	0
H-0083	University of Westminster	154	C	19	Business & Management Studies				Overall	21.4	5	25	40	25	5
H-0083	University of Westminster	154	C	20	Law				Overall	28.6	0	35	50	15	0
H-0083	University of Westminster	154	C	21	Politics & International Studies				Overall	14.4	5	15	40	35	5
H-0083	University of Westminster	154	D	27	Area Studies				Overall	2	10	20	40	30	0
H-0083	University of Westminster	154	D	28	Modern Languages				Overall	7.1	5	5	40	35	15
H-0083	University of Westminster	154	D	29	English Language & Literature				Overall	10.2	0	20	40	40	0
H-0083	University of Westminster	154	D	30	History				Overall	4	0	15	70	15	0
H-0083	University of Westminster	154	D	34	Art & Design: History, Practice, Theory				Overall	22.05	20	55	25	0	0
H-0083	University of Westminster	154	D	35	Music, Drama, Dance, Performing Arts				Overall	2.2	10	15	40	35	0
H-0083	University of Westminster	154	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	16	60	30	10	0	0
H-0021	University of Winchester	155	C	17	Geography, Environmental Studies & Archaeology				Overall	4.75	0	20	55	20	5
H-0021	University of Winchester	155	C	25	Education				Overall	9.9	5	35	30	20	10
H-0021	University of Winchester	155	D	30	History				Overall	7.4	15	40	35	5	5
H-0021	University of Winchester	155	D	33	Theology & Religious Studies				Overall	5.6	0	10	45	40	5
H-0021	University of Winchester	155	D	35	Music, Drama, Dance, Performing Arts				Overall	12.7	5	30	50	15	0
H-0021	University of Winchester	155	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	14.9	5	30	50	15	0
H-0085	University of Wolverhampton	156	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	33.72	5	15	30	35	15
H-0085	University of Wolverhampton	156	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	8	5	25	35	30	5
H-0085	University of Wolverhampton	156	C	16	Architecture, Built Environment & Planning				Overall	12.5	10	40	40	10	0
H-0085	University of Wolverhampton	156	C	19	Business & Management Studies				Overall	9	0	20	55	20	5
H-0085	University of Wolverhampton	156	C	20	Law				Overall	12.6	0	25	40	30	5
H-0085	University of Wolverhampton	156	C	25	Education				Overall	14	5	15	35	40	5
H-0085	University of Wolverhampton	156	D	27	Area Studies				Overall	9	0	25	30	40	5
H-0085	University of Wolverhampton	156	D	28	Modern Languages				Overall	5	15	40	45	0	0
H-0085	University of Wolverhampton	156	D	30	History				Overall	16.5	5	25	50	20	0
H-0085	University of Wolverhampton	156	D	34	Art & Design: History, Practice, Theory				Overall	27.05	10	25	50	15	0
H-0085	University of Wolverhampton	156	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	4	25	40	20	15	0
H-0046	University of Worcester	157	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	8.2	0	5	40	45	10
H-0046	University of Worcester	157	C	17	Geography, Environmental Studies & Archaeology				Overall	5	0	10	45	35	10
H-0046	University of Worcester	157	D	29	English Language & Literature				Overall	5.4	5	20	35	35	5
H-0046	University of Worcester	157	D	30	History				Overall	4.5	0	0	45	50	5
H-0164	University of York	158	A	2	Public Health, Health Services & Primary Care				Overall	45.88	35	40	20	5	0
H-0164	University of York	158	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	22.16	35	35	25	5	0
H-0164	University of York	158	A	4	Psychology, Psychiatry & Neuroscience				Overall	29	20	45	30	5	0
H-0164	University of York	158	A	5	Biological Sciences				Overall	57.51	25	35	30	10	0
H-0164	University of York	158	B	7	Earth Systems & Environmental Sciences				Overall	16.8	10	50	35	5	0
H-0164	University of York	158	B	8	Chemistry				Overall	46.71	15	60	25	0	0
H-0164	University of York	158	B	9	Physics				Overall	26	15	40	35	10	0
H-0164	University of York	158	B	10	Mathematical Sciences				Overall	34.34	10	40	45	5	0
H-0164	University of York	158	B	11	Computer Science & Informatics				Overall	34.6	25	50	20	5	0
H-0164	University of York	158	B	13	Elec Engineering, Metallurgy & Materials				Overall	21	10	45	35	10	0
H-0164	University of York	158	C	17	Geography, Environmental Studies & Archaeology				Overall	21.9	25	35	30	10	0
H-0164	University of York	158	C	18	Economics & Econometrics				Overall	40.6	15	45	40	0	0
H-0164	University of York	158	C	19	Business & Management Studies				Overall	17	10	40	35	15	0
H-0164	University of York	158	C	21	Politics & International Studies				Overall	21	15	30	30	20	5
H-0164	University of York	158	C	22	Social Work & Social Policy				Overall	53.75	25	40	30	5	0
H-0164	University of York	158	C	23	Sociology				Overall	21.2	30	30	35	5	0
H-0164	University of York	158	C	25	Education				Overall	13.49	15	45	30	10	0
H-0164	University of York	158	D	28	Modern Languages				Overall	13	20	45	30	5	0
H-0164	University of York	158	D	29	English Language & Literature				Overall	40.83	45	30	20	5	0
H-0164	University of York	158	D	30	History				Overall	32	25	30	40	5	0
H-0164	University of York	158	D	32	Philosophy				Overall	15	15	40	40	5	0
H-0164	University of York	158	D	34	Art & Design: History, Practice, Theory				Overall	15	45	25	25	5	0
H-0164	University of York	158	D	35	Music, Drama, Dance, Performing Arts				Overall	15.1	50	25	20	5	0
H-0013	York St John University	159	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	6.1	0	5	15	55	25
H-0013	York St John University	159	A	4	Psychology, Psychiatry & Neuroscience				Overall	6	0	0	30	45	25
H-0013	York St John University	159	C	25	Education				Overall	3.6	0	0	15	55	30
H-0013	York St John University	159	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	6.5	0	0	50	40	10
H-0013	York St John University	159	D	29	English Language & Literature				Overall	6	0	10	30	40	20
H-0013	York St John University	159	D	33	Theology & Religious Studies				Overall	6.5	0	5	40	50	5
H-0013	York St John University	159	D	35	Music, Drama, Dance, Performing Arts				Overall	11.1	10	15	40	35	0
